Unique name,superclass 1
regulatory compliance,complying
reinstating,restoring
relaxing,making
relay protection,feeder protecting
releasing,acting
releasing a relay,releasing
relieving,activity
remedying,correcting
remote backup protection,backup protecting
removals service,serving-acting
removing,acting
removing from a collection,removing
removing from an assembly,removing
removing isolation,removing
remunerating,paying
renewing,revising
repairing,restoring
replacing,acting
reporting,acting
representing,presenting
reproducing,producing
reprography service,serving-acting
requesting,asking
requiring,demanding
requisitioning,requiring
research and development,business process
researching,acting
resetting,putting
resetting a relay,resetting
resistance brazing,brazing
resistance seam welding,solid state welding
resistance spot welding,solid state welding
resistance testing,electrical rotating machine testing
resistance welding,welding
resonating,vibrating
responding,reacting
resting,lieing
restoring,putting
restraining,restricting
restricted earth-fault protection,earth fault protecting
restricting,acting
resuming,beginning
resynchronising,synchronising
retailing,selling
retardation testing,electrical rotating machine testing
retrieving,remedying
returning,acting
revamping,revising
reverse osmosis,osmosis
reverse power protection,generator protecting
reversing,changing
reversing a battery,reversing
reversing a battery cell,reversing
reviewing,acting
revising,improving
revolving,turning
ring closing,transiting
ring opening,transiting
ring operation,operating
ripping,acting
rising,increasing
risk analysis,analysing
road transport,transporting
roll welding,solid state welding
rolling,forming
roof covering,covering
rotary piercing,piercing
rotating,turning
rotation testing,electrical rotating machine testing
routine testing,electrical rotating machine testing
routing,planning
rubbing,moving
running,acting
running away,running
rupturing,tearing
safeguarding,protecting
safety service,serving-acting
sampling,taking
sampling testing,electrical rotating machine testing
satisfying,conforming
scale correction,correcting
scanning,examining
scanning electron microscopy,electron microscopy
scheduled operation,operating
scheduling,acting
scouting study,studying
screwing,connecting
scrubbing,cleaning
seal leakage detection,detecting
sealing off,closing
searching,acting
secondary controlling of active power in a system,power system controlling
securing,acting
security service,serving-acting
sedimenting,settling
seeking,trying
segment-to-segment testing,electrical rotating machine testing
segregating,separating
self-checking,checking-verifying
self-priming,priming
self-synchronisation,synchronising
selling,acting
sending,acting
sensing,observing
separate network operation,operating
separating,acting
sequence controlling,controlling
sequence of operations,operating
series compensation,power system controlling
service,serving-acting 
service output testing,testing
serving-acting,acting
setting,acting
settling,separating
shaft-voltage testing,electrical rotating machine testing
shaping,acting
shielded metal arc welding,arc welding
shielding,protecting
shock loading,loading
short-circuit calculation,network calculation
showing,acting
shrinking,decreasing
shunt compensation,power system controlling
shutting down,changing
silencing,decreasing
simulating,making
single operation,operating
single-shot reclosing,automatic reclosing
sloping,inclining
smoothing,making
soldering,uniting
solid in gas mixing,mixing
solid in liquid mixing,mixing
solid state welding,welding
solidifying,making
solution analysis,analysing
solution loss,losing
solvent extracting,extracting
specifying,defining
spectroscopy,analysing
spilling,acting
splitting,separating
sponsoring,acting
spraying,spreading
spreading,acting
squeezing,activity
stabilising,transforming
standardising,acting
standby protection,electrical protecting
star-polygon conversion,network conversion
starting,beginning
starting testing,electrical rotating machine testing
starting up,starting
state estimating,network calculation
state transiting,transiting
static pressure increase,pressure increase
stating,acting
steam cracking,cracking
steam generation,generating
steam injection,injection process
steam tracing,heat tracing
stewarding,managing
sticking,being
stirring,acting
stock accounting,accounting
stopping,terminating
storage testing,testing
storing,placing
stream characterisation,characterising
stress corrosion ,corroding
stress relieving ,relieving
stressing,subjecting
stretching,extending
striking,acting
stripping,separating
stud arc welding,arc welding
studying,acting
subjecting,acting
submitting,sending
substation local backup protection,backup protecting
substituting,replacing
subtracting,computing
sucking,drawing-moving
sudden short-circuit testing,electrical rotating machine testing
sulphur recovery,recovering
superimposed component protection,electrical protecting
supervising,acting
supervisory controlling,process controlling
supplying,acting
support isolation,isolating
support service,serving-acting 
supporting,holding-restraining
surface analysis,analysing
surface protection,protecting
surface treating,treating
surging,rising
surrounding,being
surveying,examining
suspending,acting
sustained short-circuit testing,electrical rotating machine testing
sweetening,treating
switched distance protection,distance protecting
switching,changing
swot analysis,analysing
synchronisation of two electrical systems,synchronising
synchronising,making
synthesising,combining
system demand controlling,controlling
system management,managing
taking,acting
tapping,striking
taxing,acting
teaching,acting
tearing,dividing-separating
telesales,selling
temperature controlling,controlling
temperature decrease,decreasing
temperature increase,increasing
temperature-rise testing,electrical rotating machine testing
tendering,making
terminal automation,automating
terminating,ending
test run,testing
testing,validating
thermal conversion,converting
thermal cracking,cracking
thermal drying,drying
thermal insulation,insulating
thermal protection,protecting
thermite welding,fusion welding
thickening,concentrating
titrating,process
torch brazing,brazing
touching,acting
tracing,protecting
tracking,searching
trading,acting
training,teaching
transferring,moving
transferring controlling,transferring
transferring ownership,transferring
transferring transport,transferring
transformer differential protection,transformer protection
transformer protection,fault protecting
transforming,changing
transiting,passing-transferring
translating,changing
transmission of electricity,transmitting
transmitting,sending
transporting,moving
transverse differential protection,electrical protecting
trapping,catching
travel service,serving-acting 
traveling,acting
travelling wave protection,electrical protecting
treating,acting
triggering,initiating
tripping,terminating
tropicalising,protecting
troubleshooting,maintaining
trying,attempting
turning,moving
turning away,refusing
type testing,electrical rotating machine testing
ultrasonic examination,non-destructive testing
ultrasonic welding,solid state welding
unblocking overreach protection,unit protecting using telecommunication
undervoltage protection,electrical protecting
unit protecting using telecommunication,unit protection
unit protection,electrical protecting
unit testing,testing
uniting,acting
unity power-factor testing,electrical rotating machine testing
unloading,taking
unrestricted earth fault protection,earth fault protecting
unwanted operation of protection,malfunctioning of protection
upgrading,improving
upset welding,resistance welding
user group administration,administering
using,acting
utilising,using
vacuum distillation,distilling
vacuum solder shielding,gas shielding
vacuum weld shielding,gas shielding
validating,providing
vapour-liquid separation,separating
varying,making
ventilating,acting
venting,relieving
verifying,establishing
vibrating,moving
vibration testing,electrical rotating machine testing
video conferencing,meeting
visual examination,examining
voltage controlling,controlling
voltage decrease,voltage transformation
voltage increase,voltage transformation
voltage transformation,electricity transformation
volumetric expansion,expanding
waiting,delaying
warehousing,storing
warming,becoming
warning,alerting
washing,cleansing
washing out,washing
watching,activity
water injection,injecting
water quenching,quenching
water treating,treating
water washing,washing
waveform testing,electrical rotating machine testing
wearing,reducing
weather protection,protecting
weaving,forming
weeping,dropping
weighing,measuring
welding,joining
wetting,process
widening,making
winding-turning,turning
winding temperature protection,transformer protection
winning-gaining,gaining-obtaining
winning-obtaining,obtaining
winterising,protecting
working,acting
x-ray diffraction analysis,analysing
x-raying,testing
zero power-factor testing,no-load testing
